,col1,ra,dec,type,u,g,r,i,z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,specobjid,redshift,redshiftErr,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,sii_6717_flux_err,sii_6731_flux_err,oi_6300_flux_err,logMass,logMass_err,Log_NII_on_Halpha,Log_OIII_on_Hbeta,Log_NII_on_Halpha_err,Log_OIII_on_Hbeta_err,Category
58,124,229.74731494390812,27.81316296613236,3,20.269852,18.451807,17.570652,17.080223,16.749151,0.0962545,0.008988068,0.0066175284,0.006441838,0.014252701,2079617737226741760,0.071331374,1.2015678e-05,151.17969,31.064018,13.762505,80.13873,33.359825,24.760435,6.7476487,3.497084,2.6499906,2.6410449,2.913071,2.486559,2.3588033,2.0088036,10.496221169588724,0.026882867416196,-0.2756509948067476,-0.3535601394277616,0.0430863791697168,0.21000839389555864,Comp.
59,125,230.5035565265189,28.89977808911081,3,19.346382,17.733328,16.878853,16.470331,16.145147,0.034527052,0.0058871554,0.00446267,0.004698199,0.008915212,2079652096965109760,0.11242204,1.6496435e-05,160.73485,36.74017,19.31882,88.54457,22.439623,19.685537,5.8511806,4.7629604,3.0759466,3.242313,4.5051894,3.461368,3.4839134,2.942325,10.800855492809186,0.0793279927602677,-0.2589481160570875,-0.27916056545615314,0.05888040258901772,0.1875548840506824,Comp.
60,126,232.78878919253253,27.09485404887207,3,18.282892,16.58006,15.767546,15.355856,15.043184,0.027865117,0.004072607,0.0033294088,0.0033255364,0.0069614835,2080713400630929408,0.0738282,1.48563e-05,90.83533,23.167377,23.859978,61.18986,29.228971,19.777742,6.2750354,3.8459067,2.7469602,3.1532595,3.6769464,3.237435,3.18977,2.8318832,10.81499737034597,0.0410616276332028,-0.17157533874892947,0.012793172947499114,0.07350864156060832,0.17755089872518684,Comp.
61,127,232.7296296673673,26.33041071646195,3,18.54919,17.006844,16.18922,15.73256,15.397753,0.027047167,0.00463097,0.0036860458,0.00363192,0.0071974955,2080720272578603008,0.10535978,1.2196424e-05,245.53651,46.532658,102.854576,142.42519,51.099194,38.349335,13.585619,4.9035587,3.021208,4.0632057,4.896017,3.5916402,3.8945773,2.9034197,11.417278814514576,0.0419372866273014,-0.23652927109520355,0.3444657575697341,0.039756082740117826,0.07600040150819855,Seyfert
62,131,231.6743014085652,29.81088867132453,3,17.899624,16.8448,16.476439,16.212376,16.129795,0.019833509,0.0043358644,0.0043608746,0.005349473,0.017541356,1857751941971470336,0.05625343,5.8054034e-06,615.8607,172.99554,106.688774,170.11246,114.71995,77.14085,17.020113,6.411389,3.9251742,3.5814648,3.2654283,2.9618776,2.589521,2.0543427,9.954087360911968,0.0551515825313269,-0.5587463663183849,-0.20991618220245126,0.021836953976403943,0.040517989981788655,SF
63,132,231.4408823131432,29.49462839208332,3,20.318247,18.42147,17.298117,16.832073,16.484865,0.12531784,0.009981176,0.0066830106,0.006926628,0.015609285,1857760463186585600,0.16694848,2.4485755e-05,60.06809,14.493069,12.660025,39.05177,14.413867,7.8029027,6.658892,3.68109,3.0252123,3.3418167,2.9702077,3.1542418,6.651139,2.396951,11.173548480484332,0.0906823458267672,-0.18700309997924078,-0.058725796550113084,0.09767460903021107,0.3365240204800494,Comp.
64,133,231.162562567122,29.846601663555628,3,19.236889,18.119228,17.55277,17.1779,17.016417,0.040185824,0.0076760757,0.0070278896,0.007725269,0.023349255,1857776131227281408,0.11065113,1.5440288e-05,191.00839,50.36197,12.595427,64.5417,30.126715,25.252264,3.679594,3.793397,2.3690681,2.278362,3.1250696,2.048672,2.2467515,1.608759,10.598470760370116,0.0299013732042121,-0.47121204360860225,-0.6018898148014812,0.05233402862403757,0.18690457005344935,SF
65,135,231.5309602855648,29.67513810479005,3,18.902147,17.64026,16.967628,16.541018,16.282278,0.031460714,0.006225174,0.005137462,0.0051816856,0.012983265,1858888841490884608,0.08425393,7.3034976e-06,489.54227,100.62605,16.6821,176.77396,67.81868,46.276417,12.298632,5.2004447,2.819845,2.2789052,3.0534742,2.99057,2.445046,2.3229373,10.730759473388051,0.0215128298848097,-0.4423719064608124,-0.78045970489787,0.020278499091278948,0.1394524428454637,SF
66,136,231.2620117785752,29.93106875925349,3,18.454058,16.818472,15.957398,15.516405,15.175166,0.03541627,0.004873006,0.0038451378,0.0039802073,0.009876108,1858907258310649856,0.1200792,3.237693e-05,205.73448,38.447544,31.717049,159.93008,45.201294,29.067436,9.993922,6.7000046,4.032921,4.370609,6.459777,4.950542,4.1891055,3.7904363,11.348558693765533,0.0710605230399603,-0.1093769287433318,-0.08357582948077955,0.05188463736685886,0.17318086425977108,Comp.
67,137,231.23016634538664,29.200803359934184,3,18.57862,17.39401,16.84806,16.448118,16.211662,0.027501557,0.005416593,0.005137359,0.0047745346,0.011041223,1858927324397856768,0.083777085,6.9794573e-06,505.22577,121.76117,47.361145,163.3844,87.75086,59.64211,13.305241,5.5360737,2.84936,2.4377642,2.8646173,3.7150424,2.460759,2.0783691,10.696055140545294,0.0242594505941317,-0.49027490687724123,-0.41008661925394246,0.02067547584529153,0.05654171111926196,SF
68,138,232.76381512084288,29.06373931433713,3,18.582602,17.16162,16.438429,16.05709,15.780949,0.0267932,0.00492319,0.004084725,0.0041598114,0.009535621,1860032335479597056,0.08573062,1.0095515e-05,292.7278,56.920403,14.294866,134.0585,40.256218,29.67936,6.2218175,4.8314304,3.1776536,3.174724,3.7964132,3.4192739,3.3651347,2.7610786,10.860428110403712,0.0388312816626612,-0.3391696131055186,-0.6000878776162649,0.03277774411209469,0.22899744979848533,SF
69,139,232.29003393870232,29.230509944447427,3,18.812344,17.622707,17.038715,16.624905,16.353296,0.030577596,0.0059826686,0.0053160116,0.005549446,0.014437138,1860095282520287232,0.06804202,7.701575e-06,376.26816,85.03317,28.337091,128.92285,63.360706,49.52227,12.883677,4.6644793,2.7836516,2.3681545,2.7239182,2.466697,2.3504143,1.6912435,10.44605425781508,0.0215667491169228,-0.46516757209201925,-0.4772331048472529,0.024496574281333987,0.08975374883986284,SF
70,140,229.111699275056,28.23106334312045,3,19.02599,17.888863,17.28932,16.94923,16.743711,0.050383996,0.007985457,0.0070905797,0.007818235,0.021590745,2077287046916892672,0.11302515,1.0113357e-05,141.10718,31.822508,8.001199,41.435688,21.99322,13.0268955,1.7278682,2.904323,2.2075188,2.120534,2.4024725,2.1218379,1.7091589,1.5792624,10.70032557250324,0.0454058113366648,-0.5321745583717484,-0.5995793323372933,0.06152562716176571,0.2739552621011345,SF
71,145,228.3394604908337,28.63599088119253,3,19.079418,17.770525,17.10139,16.735449,16.48728,0.041578446,0.0068792887,0.0059943167,0.0063778344,0.016060732,2077344771277350912,0.069578044,1.2243636e-05,123.52948,32.37972,5.83511,57.904552,19.678911,17.050747,3.922226,2.2582345,1.9169284,1.7723725,1.8724296,1.5474396,1.4898331,1.3223246,10.47531708659291,0.0412297160412944,-0.32905790736913215,-0.7442240414026288,0.0371462083080431,0.3094583850121782,SF
72,146,228.78670717733752,29.903008433889664,3,19.587105,18.378336,17.491564,17.042093,16.76597,0.038229313,0.007985844,0.0058500525,0.0061067385,0.012552239,2077439879033153536,0.1704046,8.875887e-06,369.1469,85.7627,268.98575,297.4659,74.53892,66.247246,20.944149,4.2870216,2.866025,4.405519,4.2748475,4.32282,3.7458131,3.2923098,11.149657620432064,0.0511821405628912,-0.09376203810626763,0.4964308279694348,0.018476782688002125,0.037215799143384534,Seyfert
73,147,228.7338040589275,29.8951949809237,3,19.6001,18.234785,17.57355,17.182512,16.937983,0.051262975,0.008582603,0.007364123,0.007930642,0.019300843,2077442627812222976,0.11210285,1.000125e-05,117.43444,28.489466,5.7517133,45.47743,19.506664,13.967231,1.1899612,2.4237328,1.712459,1.7705339,3.2999215,1.9111214,1.9290892,1.3928636,10.634681601734856,0.0549481187173887,-0.41199956708541086,-0.6948870789357273,0.07543988189336327,0.3136409208256717,SF
74,148,230.8023757295408,27.90519650844853,3,18.527626,17.125862,16.438427,16.068441,15.658858,0.03986395,0.0071737706,0.0061593615,0.006725947,0.016085388,2078429989740505088,0.031473856,1.2976403e-05,82.58001,24.74124,15.414598,26.345932,24.540098,17.49438,4.7552996,2.3025985,2.1545475,2.0868225,1.7362947,1.8862154,1.7934445,1.7578435,10.093799991420171,0.0339310744199135,-0.496161364572967,-0.20548925896636178,0.07155958657400145,0.16096935960429273,SF
75,149,230.47317052246183,28.153572907343904,3,19.98977,18.262197,17.32801,16.89615,16.575272,0.056797847,0.0077397083,0.005734606,0.0056634787,0.012713575,2078454453874223104,0.100700095,1.9711584e-05,57.945126,10.078136,46.661278,46.186916,13.764641,12.581508,3.5983412,2.9209046,2.5404596,3.134604,3.1420891,2.6914408,2.5203831,2.119844,10.824751547083665,0.0517819643304765,-0.09849794712692378,0.6655764147869754,0.08467017764654022,0.26087418789495104,Seyfert
76,153,231.15159963065344,28.775022512021057,3,18.739647,16.716036,15.653146,15.163608,14.758016,0.034819342,0.0042836205,0.0030654015,0.0031171266,0.0052705742,2078561106502117376,0.08677572,1.6478896e-05,108.72703,30.45809,51.24713,104.155655,55.229687,41.042953,16.357878,6.761628,4.454835,4.725594,5.8187165,5.8916883,6.2685204,4.864401,11.533572209745024,0.0032644191000526,-0.0186546705607092,0.22596688292638567,0.0835968798948641,0.17290272262402795,Liner
77,155,231.86827843473412,27.976488064602872,3,19.242426,17.603718,16.72748,16.21221,15.812492,0.059818666,0.007157993,0.0055862204,0.0052672685,0.01298956,2079545719215122432,0.072382286,1.4031398e-05,239.71695,46.846474,42.89153,123.15297,60.20652,43.58806,14.410893,4.5065713,3.3584645,3.536814,3.5636084,3.1680279,2.9488416,2.4576352,10.836855235853154,0.005950663338669,-0.28925385348502114,-0.03830536995319814,0.03450711029184232,0.10926641568500296,Comp.
78,156,231.2171112004796,27.76206133870036,3,17.972439,16.65511,15.937562,15.48013,15.207933,0.020290827,0.0041298107,0.003563047,0.0035603289,0.0073188473,2079566609936050176,0.070382155,7.561261e-06,1590.2858,384.10068,1504.0295,1357.5212,374.1778,320.58063,103.11028,13.783464,6.3131685,13.7773075,10.671898,6.6680527,6.324339,4.381163,11.021828278055692,0.0072206803627698,-0.0687285604955879,0.5928112785537204,0.011701371709153367,0.018816487821371842,Seyfert
79,159,230.44356116337275,27.55760390925875,3,18.815037,17.426456,16.76443,16.372932,16.132223,0.03183366,0.0054260595,0.0045664324,0.0046497285,0.010951125,2079594647482558464,0.06725079,1.5784572e-05,120.49974,29.4742,11.408953,44.935917,17.601871,11.151889,6.6843076,3.3375893,2.7368388,2.4791143,2.614583,2.2419736,2.2361836,1.9673487,10.531985693243994,0.0334875287275226,-0.42839250114851185,-0.4121962351126348,0.0644409276863999,0.23630375904574746,SF
80,160,230.30217435292587,27.86851432924801,3,19.566977,18.053625,17.24087,16.784363,16.47779,0.054059777,0.007657602,0.0058893445,0.0062160986,0.013808122,2079601244552325120,0.1079242,1.4916064e-05,133.13393,26.933723,7.122364,39.7961,18.391684,14.923348,6.0423255,4.272465,2.418176,2.2604048,2.5944252,2.4519835,2.225317,2.13247,10.978521574217238,0.0435809029591413,-0.5244482387040079,-0.5776722240731421,0.07266349860104589,0.3298224332843144,SF
81,161,231.7354359537584,29.87403282167637,3,19.486813,18.148651,17.521276,17.176584,16.939228,0.05685506,0.008995212,0.00778066,0.011326133,0.028754504,1857743145878448128,0.085967705,1.6521206e-05,68.40118,18.318714,7.256012,23.250587,14.521424,9.287666,1.7029582,2.1759431,2.1425514,2.0777016,1.7765198,1.9473213,1.7973402,1.5379453,10.156891458937894,0.1132180025283428,-0.4686296720144681,-0.40219699001704695,0.08276521246699821,0.3093078758099226,SF
82,162,231.1372899873528,29.822733183202946,3,19.784882,18.283297,17.496668,17.106998,16.805294,0.07846129,0.010126785,0.008162423,0.008957338,0.023340277,1857773382448211968,0.10966686,2.0137344e-05,93.14,20.198511,21.001558,39.49424,33.0241,22.362156,10.200114,3.988031,2.3210425,2.511944,2.405726,2.242993,2.3028502,1.8834786,10.608791673151476,0.0811780838063313,-0.3726024726189608,0.01693215887973801,0.07445657394513164,0.1658632673097619,Comp.
83,164,231.01101144714767,29.812865656760053,3,18.47054,17.377396,16.853628,16.564257,16.407682,0.034848094,0.0064964388,0.0062400843,0.0074459785,0.024174275,1858911656357160960,0.07137655,1.2094123e-05,82.68759,26.429918,4.939479,25.08773,14.879661,12.110183,2.2763362,2.034756,1.7966748,1.5005698,1.5757335,1.3592758,1.2620146,1.113753,10.316029943836492,0.0536653861801742,-0.5179789671817796,-0.7284146723301241,0.06745741940613621,0.3113039644827731,SF
84,165,231.02768150427508,29.628300544911244,3,19.40855,18.224642,17.534113,17.104704,16.853947,0.037613194,0.0071607903,0.0059643574,0.0063374843,0.016238939,1858912480990881792,0.121312864,9.060529e-06,384.38312,79.13474,10.8649435,124.37853,49.216217,34.466106,11.644249,5.282672,2.8766842,2.6078892,3.3191237,2.8768435,2.4581778,2.1492515,10.898641798833191,0.0203967034955592,-0.49001888789621917,-0.8623397075686066,0.030016687137677363,0.2427649566104313,SF
85,166,231.4613228346105,29.04984578056032,3,20.67235,18.546286,17.505478,16.900414,16.521833,0.1322576,0.011250852,0.0073313275,0.007049062,0.016768733,1858916054403672064,0.08329171,1.1464724e-05,335.3154,41.527176,12.195826,163.34085,52.40142,42.30451,10.922388,4.092563,1.8737767,1.8061719,2.798212,6.7698507,2.170782,1.7338521,10.808237496382096,0.0128145610366645,-0.31235868843189263,-0.5321211789177054,0.021034261711381997,0.15481876735225306,SF
86,167,231.45255588090927,29.063218150833965,3,19.631735,18.31134,17.823944,17.578655,17.504004,0.053146187,0.011085577,0.009639236,0.015085489,0.041950095,1858916604159485952,0.03497127,7.7129225e-06,106.69918,34.77173,33.605576,17.558193,28.68109,18.57678,2.8717475,2.0774372,1.7804986,2.0130982,1.2517463,2.2135694,1.3730108,1.244874,8.958568775283558,0.0342034398121115,-0.7836812633271477,-0.014814955087063382,0.07390217199973086,0.07880634884566894,SF
87,168,230.81872825211212,29.33776586201364,3,19.075405,18.08664,17.74899,17.411863,17.345106,0.057289828,0.014839401,0.014373828,0.017413802,0.059748147,1858927049519949824,0.06546135,6.2602644e-06,123.64018,39.840885,67.557915,19.849216,20.392893,14.32714,4.741177,2.0304143,1.7463871,2.148391,1.2260115,1.1419835,1.12907,0.9914583,9.794413194408987,0.0566527088192215,-0.7944162708846216,0.22934726073255357,0.06391204587274171,0.054154499490685154,SF
88,170,230.8921442434232,29.418814382043387,3,19.883345,18.700039,18.228956,17.893543,17.747166,0.055314884,0.009655946,0.009078038,0.010257836,0.029639818,1858931447566460928,0.1096068,6.737479e-06,211.86528,56.93318,24.626434,64.63619,41.940353,25.618729,4.1537223,4.144327,2.0596387,2.1686273,1.9904863,1.6975967,1.7252116,1.1805717,10.086670408201202,0.0723352872729663,-0.515584042450513,-0.3639639130640734,0.03648265976377399,0.095202233550513,SF
89,173,229.33070772185027,28.66743395833172,3,20.397928,18.715872,17.663776,17.133142,16.736408,0.07716334,0.009606115,0.006476122,0.0061015203,0.013596609,2077293094230845440,0.12358351,3.3175293e-05,47.978176,10.7470665,15.059025,41.860756,8.725919,7.6419563,6.369991,2.8445358,2.3923805,3.1414797,3.770182,2.4603527,2.5101705,2.3173504,11.123238034008244,0.0172566301446682,-0.0592366658711398,0.14650691809536867,0.10782743243160063,0.30507836378238795,Liner
90,175,230.74041369612144,28.11126073470349,3,18.327106,17.282915,16.864485,16.55762,16.446442,0.02374638,0.0050980016,0.0057098772,0.006198926,0.018258236,2078433013397481472,0.06992681,6.4634064e-06,641.17096,164.57712,55.69329,186.7822,107.27081,79.61636,12.893721,6.801119,3.5328746,2.7446496,3.1639376,2.7456322,2.5076995,1.7482989,10.174736564470903,0.0377966373728693,-0.5356383576034218,-0.4705665842024507,0.019986284171460457,0.05375381752803882,SF
91,177,230.24473212581984,28.21410899512584,3,20.111715,18.858751,17.881819,17.411325,17.108452,0.07164193,0.011061932,0.0077084703,0.007497394,0.019451238,2078457202653292544,0.19965379,2.4324669e-05,81.10568,21.294415,6.8576717,39.096123,8.007315,6.06349,1.4138457,3.879887,2.720704,2.1032093,3.0463798,2.5445952,2.3394175,2.0029683,11.301444074168344,0.0473083963823889,-0.3169175774722779,-0.49208902351213163,0.09143295474272539,0.3322432971047485,SF
92,181,231.35988285074365,28.931443916922834,3,18.711874,17.574724,17.130304,16.846914,16.67263,0.025789667,0.005694658,0.0053804233,0.006358903,0.01853127,2078579248443975680,0.08296956,8.239771e-06,314.82834,87.44151,40.2387,96.20485,61.05735,45.694668,8.710612,4.0469565,2.7606926,2.5710483,2.3571901,2.841821,2.3250043,1.7215132,10.18645208676172,0.0718183965511453,-0.5148768526775082,-0.33707370726864283,0.027669026904903134,0.07126951332669698,SF
93,182,232.09036655910484,27.43179992511222,3,18.320732,16.537344,15.63815,15.187836,14.857451,0.039224666,0.004306429,0.0033604014,0.0033437277,0.007176986,2079540221656983552,0.07095272,1.538717e-05,157.41682,43.058422,34.37798,111.151886,47.6086,32.164375,15.437932,4.576757,3.2960117,3.5706894,4.2699666,3.6908953,3.4862347,3.043911,11.167205085221305,0.0708230358093107,-0.15113429879520893,-0.09777775521592838,0.048177416594178187,0.12902546932977818,Comp.
94,183,231.8676232897348,27.51095915018886,3,17.892933,16.654598,16.070137,15.7153015,15.483658,0.02429433,0.0043362295,0.004111188,0.004255069,0.011293275,2079542145802332160,0.07230884,1.21903695e-05,192.41388,46.940784,8.076068,57.70791,26.293997,20.405304,7.645328,3.7145052,2.6626308,2.3764913,2.6550772,2.4182498,2.2282455,1.9346013,10.831531010415508,0.021128468153535,-0.5230010513658283,-0.7643503718435161,0.04989481444775127,0.29968061929493356,SF
95,185,231.0111601624833,27.551186184780946,3,19.10814,17.880396,17.526875,17.253454,17.126673,0.038600348,0.0073618353,0.007493845,0.008398415,0.023211425,2079564410912794624,0.0754173,6.8986537e-06,217.89418,65.94041,66.2872,49.573082,41.69663,32.340694,8.666059,3.4373686,2.335262,2.582947,1.8783604,1.7886695,2.1680167,2.9018164,9.683490361070293,0.026521725560848,-0.6429997101070307,0.0022780314746375556,0.04104352543299888,0.05265503217143268,SF
96,186,230.03830308034023,28.21337158201283,3,19.250355,17.648657,16.881878,16.430304,16.09199,0.03379996,0.0056853117,0.0046556066,0.0044832663,0.009412373,2079609216011626496,0.07457967,1.0141243e-05,274.2166,42.96943,17.179388,148.2648,50.209385,34.86339,13.253261,4.494195,2.7764862,2.7968638,3.519733,2.7650163,2.759055,2.2242482,10.745409207536875,0.0231768403495786,-0.26705568565426374,-0.3981519042728676,0.02884736557663081,0.17515739848468023,Comp.
97,187,229.62751985372984,28.02369698828117,3,19.258926,17.947737,17.291477,16.896605,16.630733,0.031252936,0.006122852,0.005187435,0.0052643176,0.0113921035,2079624609174415360,0.05995469,7.710615e-06,409.1717,125.221985,303.10342,183.59761,91.802765,70.44222,17.50703,5.5735536,3.940773,5.729571,3.7858622,3.1709049,3.030637,2.385467,10.287585041056932,0.0456960542714772,-0.3480385650530091,0.38391025278620555,0.024713335128572277,0.036711086230666684,Comp.
